site,al,ca,dy,mn,na,k,u,eu,sm,la,ti,lu,nd,co,sc,fe,ce,yb,cs,ta,cr,th,ni,rb,tb,hf,zn,id
"Tiryns",90600,90700,4.66,1121,4910,31600,2.67,1.225,5.315,34.64,4650,.406,29.4,30.17,23.26,57000,65.1,2.68,9.9,.857,227.2,11.55,214,191,.766,3.45,122,1125
"Tiryns",89700,79500,4.82,862,3630,29800,2.45,1.274,5.552,35.23,4730,.384,28.6,37.27,23.74,55100,69,2.7,13,.902,278.8,11.47,320,193,.903,3.95,140,1126
"Tiryns",94600,91100,4.5,953,5410,30500,2.55,1.211,5.352,35.56,4920,.384,30.4,31.24,24.92,59300,63.8,2.58,10.2,.836,253.5,11.52,219,172,.803,3.33,159,1127
"Tiryns",82700,64700,5.08,1104,10180,24300,2.26,1.325,5.87,31.69,5110,.408,29,26.01,20.9,53200,66.2,2.72,5.4,.946,209.2,11.26,159,126,.838,4.92,143,1128
"Tiryns",88300,70100,4.35,1001,5350,30400,2.57,1.215,5.298,32.9,5230,.394,24.5,29.86,22.91,54100,65.6,2.5,9.8,.923,227.5,12.05,188,182,.807,3.34,119,1129
"Tiryns",89500,94100,4.5,968,4280,27300,2.5,1.172,5.234,33.96,4560,.367,29.8,29.92,22.43,55100,62.4,2.7,9.1,.857,230.7,11.34,163,175,.839,3.29,126,1130
"Tiryns",84600,92600,5.09,991,7170,26700,2.07,1.422,5.899,33.17,4630,.375,28.2,25.57,21.44,54100,66.1,2.71,5,.893,206.6,11.19,167,123,.838,3.74,113,1131
"Tiryns",81700,88000,4.96,1029,12140,23900,2.19,1.441,6.017,33.44,4970,.428,29.6,24.41,20.76,52900,67.4,2.86,5.6,.894,192.9,11.7,165,113,.973,4.19,108,1132
"Tiryns",74300,99800,5.05,947,12670,21500,2.08,1.34,5.564,30.91,4210,.358,25.8,22.48,18.82,48400,61.5,2.45,4.8,.834,174.3,10.16,125,130,.903,3.71,116,1133
"Tiryns",75600,130400,4.38,952,13050,11100,2.03,1.115,4.802,28.34,3680,.361,28.5,28.21,18.79,47800,56.1,2.5,8.6,.75,226.3,9.85,213,85,.719,3.19,116,1134
"Tiryns",82300,110100,4.22,1028,6260,25000,2.08,1.144,5.026,29.75,4150,.374,29.7,26.78,19.44,51800,58.6,2.38,7.7,.808,238.7,10.42,209,139,.735,4.67,91,1135
"Tiryns",82600,78500,4.41,890,6440,25700,2.18,1.047,4.793,29.64,4510,.352,25.6,27.73,20.44,52100,60,2.64,8.6,1.009,225.1,10.89,218,165,.733,3.83,130,1136
"Tiryns",81700,92100,4.74,876,5520,26900,2.44,1.171,5.286,31.74,4450,.391,28.3,27.58,20.21,53400,62.4,2.56,8.7,.824,240.9,10.87,222,162,.831,3.75,130,1137
"Tiryns",80700,108900,4.57,846,6440,29500,2.24,1.165,5.093,31.79,4360,.37,27.2,26.35,19.39,50300,61.9,2.51,7.9,.792,221.7,10.17,183,153,.767,4.01,106,1138
"Tiryns",88900,86100,4.67,889,4500,30600,2.45,1.198,5.319,33.52,4570,.406,33.9,28.28,22.99,57900,68.6,2.85,10.4,.898,231.9,11.83,173,151,.9,3.62,143,1139
"Tiryns",79400,119100,4.44,1087,3070,28200,2.24,1.144,4.867,30.74,4430,.381,30.8,28.58,22.07,56900,58.1,2.44,9.4,.803,232.2,10.78,200,174,.679,3.32,117,1140
"Tiryns",84900,97000,4.84,1064,17390,15700,2.17,1.282,5.444,30.94,4630,.34,29,25.79,21.06,55600,64.4,2.64,6.2,.937,196.7,11.32,142,62,.883,4.97,101,1141
"Tiryns",89400,77600,5.39,1188,11380,20200,2.28,1.415,6.221,34.53,4700,.429,31.2,26.35,22.47,58100,71.5,2.95,5.7,.91,200.3,11.79,177,136,.957,3.58,116,1142
"Tiryns",78800,94400,5.19,996,15110,23300,2.2,1.335,5.723,30.81,4330,.41,27.6,23.86,19.62,50900,63.8,2.67,4.9,.868,184.2,10.61,167,116,.918,4.23,102,1143
"Tiryns",80400,90500,4.42,951,5410,23100,2.34,1.258,5.157,32.64,4530,.368,28,27.53,20.84,54200,61.4,2.6,9,.831,237.2,10.97,190,169,.854,3.77,131,1144
"Tiryns",79500,98700,5.04,936,19830,9900,2.17,1.474,5.822,31.75,4520,.401,29.4,24.48,20.55,55600,65.8,2.81,5.1,.908,209.7,11.25,188,80,.964,4.48,106,1145
"Tiryns",78600,34100,4.9,704,8490,27000,2.52,1.301,5.309,33.32,4780,.424,30.8,31.97,20.73,54000,64.6,2.96,8.4,.978,344.4,11.03,317,165,.887,4.69,128,1146
"Tiryns",78700,100000,4.56,916,5260,25300,2.27,1.202,5.162,31.09,4690,.391,28.5,20.42,20.49,54200,59.4,2.57,8.5,.901,224.3,10.47,205,140,.878,4.01,138,1147
"Tiryns",83300,87500,5.3,991,11150,19800,2.26,1.491,6.109,32.08,4760,.414,33.7,20.36,20.38,53900,65.7,2.81,4.9,.891,213,11.01,199,114,.962,4.01,107,1148
"Tiryns",82200,94600,4.76,974,15520,18300,2.23,1.365,5.379,30.22,4550,.359,27.6,20.25,20.27,54500,62,2.53,4.7,.919,209.7,11.24,152,117,.932,4.32,109,1149
"Tiryns",74500,101100,4.51,915,5280,23700,2.18,1.143,4.87,29.8,4170,.342,27,19.17,19.32,50400,56.8,2.45,7.1,.756,218.9,9.87,201,135,.783,3.5,149,1150
"Tiryns",86100,93900,5.09,964,14110,20800,2.12,1.48,5.935,32.24,4660,.394,31.5,20.45,20.63,55300,66.4,2.89,5.3,.919,202.3,11.36,171,105,.97,4.71,113,1151
"Tiryns",86900,89100,4.12,837,5240,26900,2.46,1.292,5.123,33.21,4910,.372,28.8,21.42,21.72,57900,62.6,2.6,9.9,.884,257.4,11.52,255,151,.834,4.11,114,1152
"Tiryns",77400,77800,5.55,913,10030,25300,2.16,1.438,5.908,32.44,4720,.412,29.5,20.18,20.38,51600,66.5,2.92,4.7,.883,241.1,10.41,169,116,.979,4.33,124,1153
"Tiryns",80200,105000,4.5,1207,5490,26900,2.38,1.167,5.08,32.12,4340,.382,27.8,20.83,21.18,52200,59.6,2.41,8.9,.798,249.5,10.54,235,162,.824,3.85,153,1154
"Tanagra",80800,96000,4,661,5780,22647,2.52,.9758,4.66,30.9,5030,.3573,26.5,31.5,21.1,51900,63.1,2.5474,6.67,1.057,649,9.96,433,148,.71,3.09,96,1155
"Tanagra",80800,90000,4.11,805,6620,26002,2.68,1.0385,4.49,29.1,4800,.3668,27,33.9,21.4,54500,60.4,2.5157,6.75,.956,485,9.75,461,146,.66,3.02,102,1156
"Tanagra",78700,94000,4.42,712,6300,31594,2.56,1.0654,4.81,29.6,4360,.3752,24.8,32.2,20.4,49400,60.7,2.6848,5.56,1.017,432,10.26,395,162,.73,3.51,97,1157
"Tanagra",82600,104000,4.05,673,5680,19385,2.59,1.0654,4.64,30.8,4830,.3731,26.3,31.6,21.03,51600,62.2,2.6531,6.38,1,637,9.7,418,142,.63,3.5,86,1158
"Zygouries",79600,103000,4.39,969,4500,27000,2.43,1.16,5.19,32.3,4400,.394,25.4,28.09,20.86,53000,62.1,2.61,8.42,.782,244,10.81,209,162,.78,3.54,109,1159
"Zygouries",77600,85000,4.23,869,5200,25000,2.38,1.04,5.08,31.9,4560,.349,26.7,25.02,20.23,52900,61.1,2.59,7.94,.838,211,10.74,158,142,.78,3.9,116,1160
"Zygouries",82200,110000,4.26,896,4100,26000,2.37,1.14,5.16,33.5,4510,.37,26.9,28.84,21.41,52800,62.4,2.49,9.77,.826,237,11.49,201,175,.87,3.42,98,1161
"Zygouries",83400,87000,4.19,957,4600,26000,2.18,1.04,4.83,31.5,4410,.346,26.3,31.14,22.66,55000,60.4,2.38,8.66,.787,359,10.35,241,185,.86,3.24,101,1162
"Zygouries",82100,93000,4.35,828,4600,23000,2.26,1.13,5.02,32,4120,.385,25.7,29.66,21.71,53200,60.7,2.57,8.92,.797,240,10.5,235,178,.73,4.83,133,1163
"Zygouries",88500,98000,4.5,932,12900,14000,2.31,1.17,5.17,33.1,4740,.367,28.4,30.68,22.7,55400,63.9,2.59,9.53,.845,240,11.33,213,121,.79,3.32,114,1164
"Zygouries",72200,108000,4.35,919,5600,19000,2.39,1.14,4.92,29.3,4110,.34,27,27.42,18.09,46000,57.2,2.34,7.01,.761,220,9.6,204,149,.72,4.01,110,1165
"Zygouries",85300,136000,4.55,892,15000,8000,2.57,1.15,5.19,32.3,4240,.377,25.9,29.68,22.39,54000,61.9,2.45,13.26,.779,248,10.88,210,76,.75,3.86,128,1166
"Zygouries",88500,86000,4.48,867,5800,28000,2.25,1.2,5.24,33.5,4660,.364,30.8,28.47,21.21,54400,62.8,2.6,8.79,.925,225,10.63,206,174,.74,4.01,117,1167
"Zygouries",86600,99000,4.72,924,8900,21000,2.38,1.23,5.31,33.6,4420,.376,31.4,28.5,21.56,52200,64.9,2.67,9.18,.821,236,11.43,208,151,.81,3.69,123,1168
"Zygouries",80400,84000,4.57,933,6100,23000,2.24,1.23,5.23,31.9,4750,.36,28.7,27.16,20.54,53100,65.3,2.74,7.63,.862,238,11.1,182,130,.83,3.68,114,1169
"Zygouries",78000,115000,4.01,1032,3700,23000,2,1.01,4.81,30.2,4410,.29,28.5,26.49,19.36,53200,59.4,2.28,8.51,.781,229,10.87,221,137,.73,3.04,98,1170
"Zygouries",88900,88000,4.53,957,4700,28000,2.57,1.17,4.48,35.2,4630,.387,32.4,30.81,24.05,57200,69.1,2.86,9.67,.874,246,11.88,247,156,.92,3.05,122,1171
"Zygouries",84000,80000,4.39,870,5800,28000,2.25,1.1,5.06,31.8,4820,.349,28.6,26.19,20.22,55300,62.4,2.56,8.47,.872,228,11.23,208,171,.84,2.85,115,1172
"Zygouries",75900,112000,4.38,882,8600,20000,.217,1.15,4.97,31.3,4540,.342,29,27.35,20.38,51100,59.5,2.55,8.36,.796,227,10.43,190,131,.77,3.24,154,1173
"Zygouries",78700,97000,4.42,938,5500,24000,2.21,1.19,5.04,31.2,4470,.362,27.6,28.35,20.79,53600,62.9,2.57,8.68,.841,256,10.75,228,184,.8,3.76,112,1174
"Zygouries",88600,117000,4.83,822,5700,26000,2.37,1.2,5.38,35.9,4260,.364,31.7,29.41,23.78,54200,69.8,2.81,14.95,.803,235,11.57,214,172,.79,3.06,128,1175
"Zygouries",83700,107000,4.78,904,4800,28000,2.4,1.2,4.45,36,4850,.36,30.1,29.85,23.32,57300,66.7,2.83,11.16,.822,249,11.52,228,187,.87,3.2,103,1176
"Zygouries",69200,116000,4.12,776,5500,24000,2.06,1.05,4.79,29.9,4440,.336,27.2,23.47,18.37,47900,57.7,2.44,7.08,.776,212,9.8,167,151,.78,3.67,145,1177
"Zygouries",80100,90000,4.52,789,2600,26000,2.25,1.05,5.23,31.9,4660,.361,28.5,27.67,20.63,53300,64.2,2.63,8.26,.855,238,11.24,207,161,.75,4.2,115,1178
"Zygouries",83800,133000,4.31,1057,12400,10000,2.3,1.1,5.11,34,4350,.35,31.8,36.53,22,56100,62.2,2.41,10.24,.814,239,11.17,226,167,.81,3.31,155,1179
"Zygouries",88500,90000,4.73,934,5100,29000,2.52,1.21,5.39,34.3,4620,.403,32.8,30.98,22.69,56700,68.6,2.69,9.61,.87,257,12.21,217,168,.9,4.47,118,1180
"Zygouries",76300,89000,4.64,1001,4700,25000,2.22,1.23,5.13,33.2,4590,.386,29.6,27.63,20.9,53500,62.2,2.73,8.52,.798,230,11,206,172,.81,3.61,127,1181
"Zygouries",77300,104000,4.37,960,7100,23000,2.57,1.09,4.99,29.5,4560,.359,24.6,28.61,19.76,48200,63.6,2.28,13.99,.811,247,11.15,181,154,.79,3.46,138,1182
"Zygouries",84600,108000,4.3,943,5700,25000,2.74,1.11,4.88,30.5,4290,.341,27.7,31.55,21.69,51900,63.6,2.5,25.27,.793,238,11.1,176,148,.86,3.64,131,1183
"Zygouries",80400,94000,4.61,1110,5700,27000,2.43,1.16,5.18,32.1,4650,.365,31.1,29.83,21.45,54400,64.9,2.41,9.3,.825,238,11.52,180,162,.82,3.74,114,1184
"Zygouries",56600,135000,4,998,3900,14000,1.94,.93,4.17,23.9,3260,.303,23.4,23.82,15.44,42700,47.8,2.08,4.89,.594,177,7.79,159,97,.65,2.49,119,1185
"Zygouries",80700,101000,4.68,985,3900,26000,2.32,1.18,5.16,33.2,4150,.394,26.5,31.68,22.24,54900,61.9,2.67,9.39,.79,241,11.06,234,190,.81,2.48,143,1186
"Zygouries",88800,75000,4.85,933,5400,33000,2.5,1.31,5.37,33.4,5230,.377,31.4,30.88,22.96,57700,69.5,2.75,9.77,.882,264,12.52,179,146,.81,3.45,133,1187
"Zygouries",82300,107000,4.75,1056,4800,25000,2.31,1.23,5.15,30,4260,.385,28.6,30.18,20.84,52400,62.5,2.66,9.15,.788,231,11.28,184,154,.84,3.59,133,1188
"Zygouries",78000,102000,4.4,1040,7700,17000,2.25,1.15,5.15,31.7,4350,.363,25.9,29.96,21.02,53100,61.4,2.52,8.91,.821,295,10.65,230,163,.76,4.1,129,1189
"Zygouries",73600,82000,4.2,911,4600,26000,2.3,1.02,4.78,27.5,4680,.353,26.1,30.2,20.98,56000,62,2.34,9.69,.832,229,10.98,204,177,.64,4.23,112,1190
"Zygouries",75300,94000,4.59,982,5600,22000,2.28,1.19,5.05,31,4410,.39,26.8,27.8,20.28,53100,59.8,2.56,8.63,1.056,228,10.36,177,148,.77,4.23,128,1191
"Zygouries",83600,85000,4.53,1015,5000,26000,2.29,1.2,5.21,32,4810,.393,28.6,29.13,21.81,56500,64.7,2.55,9.15,.885,250,11.55,199,186,.75,4.26,141,1192
"Zygouries",90700,81000,4.42,934,9900,18000,2.37,1.22,5.23,33.2,4790,.398,28.5,32.35,24.12,57500,64.1,2.67,9.59,.827,265,11.27,229,191,.88,2.86,134,1193
"Zygouries",88200,90000,4.52,1064,6300,25000,2.47,1.25,5.26,35.2,4940,.4,28.3,31.57,23.15,56700,65.2,2.53,9.62,.864,255,11.42,219,191,.8,4.15,127,1194
"Zygouries",83100,128000,4.39,923,9500,13000,2.28,1.17,5.32,32.8,4140,.374,30.5,29.06,21.5,54600,62.3,2.66,10.89,.882,252,10.97,208,137,.71,3.96,127,1195
"Zygouries",75300,105000,4.23,1111,6900,26000,2.18,1.14,5.04,28.5,4360,.359,27,26.47,19.64,52700,60.3,2.41,8.83,.808,271,10.23,213,155,.87,4.21,104,1196
"Zygouries",62800,47000,4.18,1005,12500,18000,1.77,1.1,4.77,25.2,4160,.365,22.9,25.02,16.89,46500,54.2,2.35,4.88,.791,387,8.97,232,136,.86,4.98,104,1197
"Zygouries",90900,74000,5.43,850,5600,23000,2.97,1.62,6.85,40.6,4920,.478,36.1,27.75,21.7,47400,84.2,2.89,7.21,1.211,231,14.51,182,143,1.11,5.58,119,1198
